patch_id,n_cells,veg_p05_temporal_mean,veg_p05_within_sd,veg_p50_temporal_mean,n_cells_missing_p05,mean_share_cells_wet,community,community_short,area_ha,n_years_ge30_valid,meets_support_rule,meets_bare_33_cells,meets_500_cells,size_matched,support_level,unit,unit_construction,land_use_label,period_label,weighting,scope_filter,pixel_constant_ha,denominator,y_basis,x_quantity,y_metric,min_cells_filter
U0395,1,67.2086,,81.749084,0,31.428572,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0396,1,59.920578,,79.5165,0,31.428572,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0397,4,59.221493,1.5822133,83.02965,0,21.428572,Inland Floodplain Shrublands / Swamps,inland,0.24940571359672964,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0398,1,60.092197,,80.90195,0,31.428572,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0399,4,62.40097,3.4107385,85.14684,0,24.285713,Inland Floodplain Shrublands / Swamps,inland,0.24940571359672964,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0400,1,56.561634,,81.66956,0,28.571428,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0401,4,55.55787,5.0732374,84.64454,0,35.714287,Inland Floodplain Shrublands / Swamps,inland,0.24940571359672964,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0402,2,70.263596,0.582665,86.76505,0,58.571426,Inland Floodplain Shrublands / Swamps,inland,0.12470285679836482,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0403,34,63.46389,2.2101436,80.25169,0,33.10924,Inland Floodplain Shrublands / Swamps,inland,2.119948565572202,35,1,1,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0404,7,62.22359,1.0399532,79.325096,0,47.7551,Inland Floodplain Shrublands / Swamps,inland,0.4364599987942769,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0405,3,73.7192,1.1119015,88.4755,0,35.238094,Inland Floodplain Shrublands / Swamps,inland,0.18705428519754724,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0406,1,64.042046,,80.01375,0,51.42857,Inland Floodplain Shrublands / Swamps,inland,0.06235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
U0407,10,53.539978,3.783081,81.764725,0,9.714286,Inland Floodplain Shrublands / Swamps,inland,0.6235142839918241,0,0,0,0,0,pixel,"unzoned patch (8-connected, community-pure)","8-connected component within one community, outside every management zone",unzoned standard-grazing country,1988-2022 (35 water years),unweighted mean over the patch's cells,treed_context_flag = 0 AND regime_band <> 'context' AND zone_fid IS NULL,0.06235142839918241,the patch's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to PARTSCATTER and to the TEMPORAL-1 paddock figure.,"Share of the patch's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - NOT a between-year flood frequency. Mean over the patch's cells of the census parquet's COUNTED per-cell flood_freq_pct, exactly equal to the mean over years of the patch's within-year wet share because valid_years == 35 on every cell.",veg_p05_temporal_mean,500
